subject_id,n_cycles,duration,network_n_nodes,network_n_edges,network_density,network_is_connected,network_diameter,network_average_path_length,network_global_efficiency,network_largest_component_size,network_avg_clustering,network_transitivity,network_assortativity,network_small_worldness,network_modularity,degree_LT_TA,degree_centrality_LT_TA,betweenness_centrality_LT_TA,closeness_centrality_LT_TA,eigenvector_centrality_LT_TA,pagerank_LT_TA,clustering_LT_TA,degree_LT_GL,degree_centrality_LT_GL,betweenness_centrality_LT_GL,closeness_centrality_LT_GL,eigenvector_centrality_LT_GL,pagerank_LT_GL,clustering_LT_GL,degree_LT_RF,degree_centrality_LT_RF,betweenness_centrality_LT_RF,closeness_centrality_LT_RF,eigenvector_centrality_LT_RF,pagerank_LT_RF,clustering_LT_RF,degree_LT_HAM,degree_centrality_LT_HAM,betweenness_centrality_LT_HAM,closeness_centrality_LT_HAM,eigenvector_centrality_LT_HAM,pagerank_LT_HAM,clustering_LT_HAM,degree_LT_VL,degree_centrality_LT_VL,betweenness_centrality_LT_VL,closeness_centrality_LT_VL,eigenvector_centrality_LT_VL,pagerank_LT_VL,clustering_LT_VL,degree_RT_TA,degree_centrality_RT_TA,betweenness_centrality_RT_TA,closeness_centrality_RT_TA,eigenvector_centrality_RT_TA,pagerank_RT_TA,clustering_RT_TA,degree_RT_GL,degree_centrality_RT_GL,betweenness_centrality_RT_GL,closeness_centrality_RT_GL,eigenvector_centrality_RT_GL,pagerank_RT_GL,clustering_RT_GL,degree_RT_RF,degree_centrality_RT_RF,betweenness_centrality_RT_RF,closeness_centrality_RT_RF,eigenvector_centrality_RT_RF,pagerank_RT_RF,clustering_RT_RF,degree_RT_HAM,degree_centrality_RT_HAM,betweenness_centrality_RT_HAM,closeness_centrality_RT_HAM,eigenvector_centrality_RT_HAM,pagerank_RT_HAM,clustering_RT_HAM,degree_RT_VL,degree_centrality_RT_VL,betweenness_centrality_RT_VL,closeness_centrality_RT_VL,eigenvector_centrality_RT_VL,pagerank_RT_VL,clustering_RT_VL
S22,47,121.3105,10,11,0.24444444444444444,False,1,1.0,1.0,4.0,0.7333333333333333,0.9,-0.22222222222221427,0.0,0.48073384155021553,3,0.3333333333333333,0.0,0.3333333333333333,0.49999999958483304,0.11264455796232496,1.0,0,0.0,0.0,0.0,2.0880974280257097e-53,0.018072289156626516,0.0,3,0.3333333333333333,0.0,0.3333333333333333,0.49999999958483304,0.13821116428297545,1.0,3,0.3333333333333333,0.0,0.3333333333333333,0.49999999958483304,0.09442775442569257,1.0,3,0.3333333333333333,0.0,0.3333333333333333,0.49999999958483304,0.1366442341723806,1.0,2,0.2222222222222222,0.0,0.25,1.7733420146766574e-05,0.07656608163059866,1.0,0,0.0,0.0,0.0,2.0880974280257097e-53,0.018072289156626516,0.0,2,0.2222222222222222,0.0,0.25,1.7733420146766574e-05,0.12850370726484162,1.0,3,0.3333333333333333,0.013888888888888888,0.3333333333333333,2.271254612883535e-05,0.1085873660424169,0.6666666666666666,3,0.3333333333333333,0.013888888888888888,0.3333333333333333,2.271254612883535e-05,0.16827055590551618,0.6666666666666666
S23,214,245.8505,10,11,0.24444444444444444,False,3,1.6,0.7444444444444444,6.0,0.6333333333333333,0.6,-0.03418803418803384,0.0,0.4784212738457094,1,0.1111111111111111,0.0,0.25252525252525254,0.12970945790617244,0.038442393184460695,0.0,2,0.2222222222222222,0.0,0.2222222222222222,8.988143367252453e-06,0.12160414384624035,1.0,2,0.2222222222222222,0.0,0.2222222222222222,8.988143367252453e-06,0.09696288458171637,1.0,2,0.2222222222222222,0.0,0.2222222222222222,8.988143367252453e-06,0.10930182403105959,1.0,3,0.3333333333333333,0.1111111111111111,0.39682539682539686,0.3953283952668762,0.09762299927490269,0.3333333333333333,2,0.2222222222222222,0.0,0.308641975308642,0.3527699965488487,0.06516458881204419,1.0,0,0.0,0.0,0.0,5.988317536777516e-23,0.016393442622950824,0.0,4,0.4444444444444444,0.06944444444444445,0.462962962962963,0.5375860746210294,0.18360922218599587,0.5,2,0.2222222222222222,0.0,0.308641975308642,0.3527699965488487,0.09274578352360677,1.0,4,0.4444444444444444,0.06944444444444445,0.462962962962963,0.5375860746210294,0.1781527179370229,0.5
S24,209,254.4005,10,11,0.24444444444444444,False,4,2.111111111111111,0.590277777777778,9.0,0.31666666666666665,0.3157894736842105,-0.11392405063291104,0.0,0.3753343705215109,3,0.3333333333333333,0.2222222222222222,0.5079365079365079,0.41031827551072064,0.11255301951526087,0.3333333333333333,2,0.2222222222222222,0.19444444444444442,0.4183006535947712,0.2070791730396292,0.07722767247063614,0.0,2,0.2222222222222222,0.05555555555555555,0.4183006535947712,0.27475154841361527,0.08622518608651877,0.0,2,0.2222222222222222,0.0,0.3742690058479532,0.2789665522718369,0.07220816208905588,1.0,3,0.3333333333333333,0.06944444444444445,0.4183006535947712,0.3525364096131867,0.13191928446619616,0.3333333333333333,4,0.4444444444444444,0.4444444444444444,0.5925925925925926,0.49053960861738166,0.16032008534148745,0.16666666666666666,0,0.0,0.0,0.0,9.150006893816648e-14,0.016393442622950824,0.0,3,0.3333333333333333,0.125,0.47407407407407404,0.3987893774690485,0.14534280991017798,0.3333333333333333,1,0.1111111111111111,0.0,0.2962962962962963,0.07572744980074546,0.04967442118412131,0.0,2,0.2222222222222222,0.0,0.4183006535947712,0.3252195201276988,0.14813591631359474,1.0
S25,195,186.4105,10,11,0.24444444444444444,False,2,1.3,0.85,5.0,0.6333333333333333,0.6,-0.4102564102564102,0.0,0.45972738180277295,0,0.0,0.0,0.0,2.3044101998352597e-29,0.016393442622950824,0.0,2,0.2222222222222222,0.0,0.25,8.293359913163407e-06,0.12211279274135681,1.0,3,0.3333333333333333,0.05555555555555555,0.3333333333333333,9.703948363118559e-06,0.12466833343394919,0.3333333333333333,2,0.2222222222222222,0.0,0.25,8.293359913163407e-06,0.12242870722761895,1.0,2,0.2222222222222222,0.0,0.2962962962962963,0.3651483716241528,0.06960998460925565,1.0,2,0.2222222222222222,0.0,0.2962962962962963,0.3651483716241528,0.05164527589303722,1.0,1,0.1111111111111111,0.0,0.19999999999999998,4.47168738339359e-06,0.06794863654243004,0.0,4,0.4444444444444444,0.041666666666666664,0.4444444444444444,0.5477225574362291,0.17199853793303924,0.5,2,0.2222222222222222,0.0,0.2962962962962963,0.3651483716241528,0.08636194001255262,1.0,4,0.4444444444444444,0.041666666666666664,0.4444444444444444,0.5477225574362291,0.16683234898380955,0.5
S26,149,255.5305,10,11,0.24444444444444444,True,5,2.6444444444444444,0.5059259259259261,,0.26666666666666666,0.35294117647058826,-0.0476190476190468,0.0,0.5208627792929473,3,0.3333333333333333,0.7222222222222222,0.5625,0.2744856505137741,0.08525144276451814,0.0,1,0.1111111111111111,0.0,0.3,0.044050506068201226,0.07120387146763496,0.0,1,0.1111111111111111,0.0,0.32142857142857145,0.05247190142547936,0.11142547657937103,0.0,1,0.1111111111111111,0.0,0.32142857142857145,0.05247190142547936,0.037077726821599516,0.0,3,0.3333333333333333,0.41666666666666663,0.45,0.14110023441833908,0.16377407606297034,0.0,3,0.3333333333333333,0.5,0.5,0.4785632955092678,0.07483728439249396,0.3333333333333333,2,0.2222222222222222,0.0,0.3,0.3764895239399192,0.05755039620403657,1.0,3,0.3333333333333333,0.09722222222222221,0.391304347826087,0.506212649170359,0.14761692431603216,0.6666666666666666,2,0.2222222222222222,0.2222222222222222,0.4090909090909091,0.11845514653446358,0.10298189769683652,0.0,3,0.3333333333333333,0.09722222222222221,0.391304347826087,0.506212649170359,0.14828090369450694,0.6666666666666666
S27,151,245.5205,10,11,0.24444444444444444,True,6,2.488888888888889,0.5274074074074075,,0.15,0.17647058823529413,-0.031249999999999754,0.0,0.531750584538855,3,0.3333333333333333,0.3472222222222222,0.5294117647058824,0.4761996509897269,0.10569282109973596,0.3333333333333333,2,0.2222222222222222,0.2222222222222222,0.375,0.14715749132592526,0.10905319941525335,0.0,4,0.4444444444444444,0.4583333333333333,0.5294117647058824,0.5324051058539353,0.15344942238723894,0.16666666666666666,1,0.1111111111111111,0.0,0.2903225806451613,0.09094462674332027,0.08958863898548002,0.0,2,0.2222222222222222,0.0,0.42857142857142855,0.38525219483992296,0.10117227138400882,1.0,2,0.2222222222222222,0.09722222222222221,0.45,0.2943075701695389,0.08059241053563393,0.0,2,0.2222222222222222,0.2222222222222222,0.391304347826087,0.2380975370663539,0.10663579076338107,0.0,3,0.3333333333333333,0.4305555555555555,0.5,0.3290495721461133,0.08189290658286556,0.0,1,0.1111111111111111,0.0,0.28125,0.05621003517612128,0.0873456804270119,0.0,2,0.2222222222222222,0.08333333333333333,0.42857142857142855,0.23810211599630926,0.08457685841939035,0.0
S28,200,245.2005,10,11,0.24444444444444444,False,3,1.9285714285714286,0.630952380952381,8.0,0.38333333333333336,0.3333333333333333,0.16190476190476236,0.0,0.5109291201519897,3,0.3333333333333333,0.20833333333333331,0.494949494949495,0.3730914500576854,0.09824909322403268,0.0,3,0.3333333333333333,0.125,0.4537037037037037,0.43352242999584706,0.12765938414983985,0.3333333333333333,1,0.1111111111111111,0.0,0.1111111111111111,2.6875685386249023e-08,0.1,0.0,2,0.2222222222222222,0.0,0.362962962962963,0.30201170797842103,0.10561077191592722,1.0,4,0.4444444444444444,0.3055555555555555,0.5444444444444444,0.49496142556411427,0.10888800069489689,0.16666666666666666,3,0.3333333333333333,0.08333333333333333,0.4188034188034188,0.4011414043223576,0.07648484136817464,0.3333333333333333,1,0.1111111111111111,0.0,0.1111111111111111,2.6875685386249023e-08,0.1,0.0,2,0.2222222222222222,0.0,0.362962962962963,0.28064582219619394,0.11637116364434215,1.0,1,0.1111111111111111,0.0,0.3202614379084967,0.13499854346538834,0.05317752020935192,0.0,2,0.2222222222222222,0.0,0.362962962962963,0.28064582219619394,0.11355922479343455,1.0
S29,268,312.9605,10,11,0.24444444444444444,False,6,2.8055555555555554,0.5291666666666667,9.0,0.35,0.631578947368421,0.44303797468354394,0.0,0.40666906610950704,3,0.3333333333333333,0.0,0.30917874396135264,0.4771526362592372,0.0891337313629238,1.0,0,0.0,0.0,0.0,7.620878092330726e-19,0.016393442622950824,0.0,3,0.3333333333333333,0.0,0.30917874396135264,0.4771526362592372,0.11925604758865081,1.0,4,0.4444444444444444,0.41666666666666663,0.3950617283950617,0.5239489995563953,0.14176364645905024,0.5,3,0.3333333333333333,0.0,0.30917874396135264,0.47715263625923715,0.1483663506906836,1.0,2,0.2222222222222222,0.41666666666666663,0.3950617283950617,0.07017736654857741,0.07745777994938557,0.0,2,0.2222222222222222,0.4444444444444444,0.4183006535947712,0.19177383716768984,0.0665790980975918,0.0,2,0.2222222222222222,0.3333333333333333,0.3386243386243386,0.025635945166319427,0.1383504311032055,0.0,1,0.1111111111111111,0.0,0.21548821548821548,0.0029831121749213903,0.057041811227904624,0.0,2,0.2222222222222222,0.19444444444444442,0.27350427350427353,0.009239207536421669,0.14565766089765356,0.0
S3,167,283.3805,10,11,0.24444444444444444,False,3,1.619047619047619,0.7222222222222221,7.0,0.4066666666666666,0.5,-0.06944444444444454,0.0,0.33713772035768763,1,0.1111111111111111,0.0,0.1111111111111111,9.838426821756122e-07,0.10928961748633878,0.0,3,0.3333333333333333,0.013888888888888888,0.39999999999999997,0.3838379774239915,0.10456341919557574,0.6666666666666666,2,0.2222222222222222,0.0,0.3636363636363636,0.2863213977050479,0.10692746495668537,1.0,3,0.3333333333333333,0.027777777777777776,0.4444444444444444,0.4169318293006174,0.0931571584299101,0.6666666666666666,5,0.5555555555555556,0.16666666666666666,0.5714285714285714,0.5540080183997641,0.19382734666392104,0.4,1,0.1111111111111111,0.0,0.1111111111111111,9.838426821756122e-07,0.10928961748633878,0.0,2,0.2222222222222222,0.0,0.39999999999999997,0.29974748905941495,0.0796440209295278,1.0,1,0.1111111111111111,0.0,0.3076923076923077,0.13061043160307562,0.046820421625163186,0.0,0,0.0,0.0,0.0,7.506123979000948e-12,0.016393442622950824,0.0,4,0.4444444444444444,0.15277777777777776,0.5,0.4278127949526441,0.1400874906035885,0.3333333333333333
S30,214,245.5305,10,11,0.24444444444444444,False,2,1.1,0.95,5.0,0.45,0.875,0.7800000000000006,0.0,0.3401227141933099,0,0.0,0.0,0.0,4.431607460465492e-11,0.016393442623090733,0.0,1,0.1111111111111111,0.0,0.1111111111111111,1.4521491326453323e-06,0.10928961748632325,0.0,1,0.1111111111111111,0.0,0.1111111111111111,1.4521491326453323e-06,0.10928961748632325,0.0,1,0.1111111111111111,0.0,0.1111111111111111,1.4521491326453323e-06,0.10928961748632325,0.0,3,0.3333333333333333,0.0,0.35555555555555557,0.39434614458160416,0.0824754241342107,1.0,4,0.4444444444444444,0.009259259259259259,0.4444444444444444,0.4792293245405635,0.08741962539183765,0.8333333333333334,1,0.1111111111111111,0.0,0.1111111111111111,1.4521491326453323e-06,0.10928961748632325,0.0,4,0.4444444444444444,0.009259259259259259,0.4444444444444444,0.4792293245405635,0.14513562214045175,0.8333333333333334,3,0.3333333333333333,0.0,0.35555555555555557,0.39434614458160416,0.08765950011623155,1.0,4,0.4444444444444444,0.009259259259259259,0.4444444444444444,0.4792293245405635,0.1437579156488848,0.8333333333333334
S31,191,188.8105,10,11,0.24444444444444444,False,5,2.2222222222222223,0.5796296296296297,9.0,0.4333333333333333,0.42857142857142855,-0.28333333333333294,0.0,0.40508086676959176,1,0.1111111111111111,0.0,0.2962962962962963,0.10781233812601025,0.054794969211770655,0.0,4,0.4444444444444444,0.41666666666666663,0.5470085470085471,0.501702258307254,0.1511202363385522,0.3333333333333333,3,0.3333333333333333,0.19444444444444442,0.4183006535947712,0.3100700056677666,0.12024439372604301,0.3333333333333333,2,0.2222222222222222,0.0,0.3950617283950617,0.2822546559727613,0.12325219035385013,1.0,2,0.2222222222222222,0.0,0.4444444444444444,0.34888463572961664,0.06050113657562821,1.0,0,0.0,0.0,0.0,3.611452429433341e-11,0.016393442622950824,0.0,1,0.1111111111111111,0.0,0.2962962962962963,0.10781233812601027,0.065156018701946,0.0,4,0.4444444444444444,0.41666666666666663,0.5470085470085471,0.501702258307254,0.15632536554984897,0.3333333333333333,3,0.3333333333333333,0.19444444444444442,0.4183006535947712,0.3100700056677666,0.1193394969965711,0.3333333333333333,2,0.2222222222222222,0.0,0.3950617283950617,0.2822546559727613,0.13287274992283912,1.0
S4,275,268.3405,10,11,0.24444444444444444,False,5,2.388888888888889,0.565277777777778,9.0,0.3,0.3157894736842105,0.025316455696202795,0.0,0.37561336240757204,3,0.3333333333333333,0.4305555555555555,0.5079365079365079,0.3447714037313632,0.12939701444034307,0.0,2,0.2222222222222222,0.3333333333333333,0.4183006535947712,0.14028114653859178,0.09816307349736111,0.0,3,0.3333333333333333,0.16666666666666666,0.4444444444444444,0.4223146041098157,0.14642548239637734,0.3333333333333333,0,0.0,0.0,0.0,1.4824059920926603e-17,0.016393442622950824,0.0,2,0.2222222222222222,0.0,0.35555555555555557,0.3329191820458967,0.1206928252515073,1.0,3,0.3333333333333333,0.16666666666666666,0.4444444444444444,0.4223146041098157,0.13941936045537842,0.3333333333333333,2,0.2222222222222222,0.0,0.35555555555555557,0.3329191820458967,0.07327179826889547,1.0,4,0.4444444444444444,0.09722222222222221,0.3950617283950617,0.5287420871272642,0.12130367886718169,0.3333333333333333,2,0.2222222222222222,0.19444444444444442,0.3232323232323232,0.05596615395366234,0.09750762166598002,0.0,1,0.1111111111111111,0.0,0.24521072796934865,0.019592365089100207,0.057425702534025014,0.0
S5,196,319.6605,10,11,0.24444444444444444,False,5,2.2142857142857144,0.6142857142857141,8.0,0.5333333333333333,0.6,-0.22222222222221427,0.0,0.39568507809900355,3,0.3333333333333333,0.3333333333333333,0.4537037037037037,0.40422003873707374,0.10051278929796276,0.3333333333333333,0,0.0,0.0,0.0,3.779822496824656e-08,0.018072289156626512,0.0,3,0.3333333333333333,0.06944444444444445,0.362962962962963,0.366549382778095,0.14683825691279123,0.6666666666666666,2,0.2222222222222222,0.0,0.2722222222222222,0.26055567591858797,0.08373165778729143,1.0,3,0.3333333333333333,0.06944444444444445,0.362962962962963,0.366549382778095,0.14991343649050035,0.6666666666666666,3,0.3333333333333333,0.3333333333333333,0.4537037037037037,0.40422003873707374,0.11211628235756792,0.3333333333333333,0,0.0,0.0,0.0,3.779822496824656e-08,0.018072289156626512,0.0,3,0.3333333333333333,0.06944444444444445,0.362962962962963,0.366549382778095,0.15289178604196488,0.6666666666666666,2,0.2222222222222222,0.0,0.2722222222222222,0.26055567591858797,0.06758772375383577,1.0,3,0.3333333333333333,0.06944444444444445,0.362962962962963,0.366549382778095,0.15026348904483272,0.6666666666666666
S6,163,310.0205,10,11,0.24444444444444444,False,5,2.238095238095238,0.6087301587301587,7.0,0.5666666666666667,0.6,0.4358974358974363,0.0,0.5533195906050206,3,0.3333333333333333,0.05555555555555555,0.3333333333333333,0.5278039310013625,0.07981950265849606,0.6666666666666666,1,0.1111111111111111,0.0,0.21052631578947367,0.03550217187228867,0.070113673196387,0.0,2,0.2222222222222222,0.0,0.25,0.39710632613152985,0.11346257200351444,1.0,3,0.3333333333333333,0.25,0.39999999999999997,0.47812450317320193,0.10469492115623275,0.3333333333333333,3,0.3333333333333333,0.05555555555555555,0.3333333333333333,0.5278039310013625,0.14407676030020636,0.6666666666666666,2,0.2222222222222222,0.0,0.2222222222222222,1.4551312047116759e-05,0.06740321770322776,1.0,2,0.2222222222222222,0.2222222222222222,0.3636363636363636,0.2153665626321293,0.08517574219243966,0.0,2,0.2222222222222222,0.0,0.2222222222222222,1.4551312047116759e-05,0.11513996557154299,1.0,2,0.2222222222222222,0.1388888888888889,0.2857142857142857,0.09437364519750939,0.10265682849272366,0.0,2,0.2222222222222222,0.0,0.2222222222222222,1.4551312047116759e-05,0.1174568167252292,1.0
S7,278,309.4305,10,11,0.24444444444444444,True,6,2.7777777777777777,0.5018518518518519,,0.16666666666666666,0.3333333333333333,0.1619047619047616,0.0,0.43743824235711815,1,0.1111111111111111,0.0,0.3,0.1481140548207059,0.047437808635524936,0.0,1,0.1111111111111111,0.0,0.3,0.1481140548207059,0.035720619798525796,0.0,2,0.2222222222222222,0.5,0.47368421052631576,0.22705581139781367,0.11778715972096626,0.0,2,0.2222222222222222,0.2222222222222222,0.3103448275862069,0.03771915928513844,0.08712780984325254,0.0,2,0.2222222222222222,0.38888888888888884,0.391304347826087,0.09349585165506182,0.1266123866438575,0.0,3,0.3333333333333333,0.2222222222222222,0.4090909090909091,0.41945852354269086,0.09819158488513237,0.3333333333333333,1,0.1111111111111111,0.0,0.24324324324324326,0.013319945447811843,0.059806827471673665,0.0,4,0.4444444444444444,0.611111111111111,0.5294117647058824,0.549521718127532,0.16562352170523617,0.3333333333333333,3,0.3333333333333333,0.2222222222222222,0.4090909090909091,0.41945852354269086,0.08896255678716723,0.3333333333333333,3,0.3333333333333333,0.05555555555555555,0.42857142857142855,0.49026876017133647,0.17272972450866342,0.6666666666666666
S8,232,253.8305,10,11,0.24444444444444444,False,5,2.5277777777777777,0.5467592592592592,9.0,0.35,0.6,0.08333333333333408,0.0,0.4154359694735125,4,0.4444444444444444,0.41666666666666663,0.4444444444444444,0.5235606592629651,0.10979879390823376,0.5,1,0.1111111111111111,0.0,0.25396825396825395,0.009367922810722235,0.04080574344515307,0.0,3,0.3333333333333333,0.0,0.3386243386243386,0.4760193371323886,0.1426816937464142,1.0,3,0.3333333333333333,0.0,0.3386243386243386,0.4760193371323886,0.07634008268824066,1.0,3,0.3333333333333333,0.0,0.3386243386243386,0.4760193371323886,0.15483466692694578,1.0,2,0.2222222222222222,0.4444444444444444,0.47407407407407404,0.19491216236898906,0.06261923075523455,0.0,0,0.0,0.0,0.0,1.0745355065285308e-20,0.016393442622950824,0.0,1,0.1111111111111111,0.0,0.30917874396135264,0.026014554485244302,0.11195672812566455,0.0,2,0.2222222222222222,0.19444444444444442,0.3386243386243386,0.02903699999450037,0.09604309564589712,0.0,3,0.3333333333333333,0.4722222222222222,0.4444444444444444,0.0806386673337567,0.18852652213526577,0.0
S9,39,255.2905,10,11,0.24444444444444444,False,5,2.142857142857143,0.6113095238095237,8.0,0.26666666666666666,0.35294117647058826,0.6507936507936519,0.0,0.43120160768026367,3,0.3333333333333333,0.2777777777777778,0.4537037037037037,0.37472322398410035,0.09367166749585441,0.3333333333333333,3,0.3333333333333333,0.1388888888888889,0.4537037037037037,0.4441443051624964,0.07365565013975045,0.3333333333333333,2,0.2222222222222222,0.16666666666666666,0.3402777777777778,0.15460336046785342,0.12454683556540197,0.0,1,0.1111111111111111,0.0,0.1111111111111111,3.5977683678402306e-09,0.1,0.0,1,0.1111111111111111,0.0,0.2474747474747475,0.05555133889970814,0.08179239119878888,0.0,2,0.2222222222222222,0.0,0.30246913580246915,0.29983124343398443,0.07001195707731708,1.0,1,0.1111111111111111,0.0,0.1111111111111111,3.5977683678402306e-09,0.1,0.0,3,0.3333333333333333,0.08333333333333333,0.3888888888888889,0.4172332998034407,0.13582192207079924,0.3333333333333333,3,0.3333333333333333,0.1388888888888889,0.4537037037037037,0.4441443051624964,0.07852837071590157,0.3333333333333333,3,0.3333333333333333,0.08333333333333333,0.3888888888888889,0.41723329980344076,0.1419712057361866,0.3333333333333333
